total_calls,unique_customers_called,dialling_coverage_pct,avg_attempts_per_customer,active_agents,days_active,avg_calls_per_day,total_scheduled,calls_per_scheduled_pct
131282,13766,22.28,9.54,31,120,1094.0,16167,812.0
