total_recovered,recovery_rate_pct,committed_rate_pct,avg_payment_48h,customers_paid_48h,customers_paid_7d,avg_payment_7d,total_recovered_contacted,recovery_rate_contacted_pct,committed_rate_contacted_pct,contacted_customers
401015.49,17.87,22.05,171.09,115,337,151.17,210799.80,18.45,23.17,5472
